col1,col2,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,AbsKmag,Kmag,r-K,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD,angDist,objID,RAJ2000_x,DEJ2000_x,errHalfMaj_x,errHalfMin_x,errPosAng_x,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_x,ra_epoch2000,dec_epoch2000,errHalfMaj_xa,errHalfMin_xa,errPosAng_xa,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,angDist_xa
130.3615,19.87677,08412680+1952367,130.361689,19.876865,0.07,0.06,90,14.657,13.949,12.302297297357,13.765,5.0495,0.032,0.04,0.049,AAA,222,0,2451106.0096,0.725529,131851303615702716,130.36149536,19.87677544,0.004,0.004,90,503636096,60,56073.4387963,5,87,20.0704,0.0181,20.1275,0.0201,115000,18.8145,0.0055,18.8947,0.0167,115000,17.1135,0.0034,17.1884,0.0037,115000,16.3199,0.0026,16.3714,0.003,115000,15.9142,0.0095,15.9932,0.0145,115000,0.730568,130.3616485937152,19.8768258347958,0.005,0.003,90,661397308291492608,130.3614841371,0.1489,19.87677255404,0.0893,5.0987,0.1751,-35.921,0.3,-12.375,0.184,false,1328.49,1.60748,17.879969,185.356,6.49949,19.681374,1929.37,9.18355,16.548382,3.132992,,,0,,,,,,0.196451
130.6849,19.57991,08424441+1934479,130.685069,19.579973,0.07,0.07,90,8.857,8.681,7.18616735433962,8.633,1.028,0.041,0.026,0.018,AAA,112,0,2451109.9822,0.616456,131491306851286610,130.685069,19.579973,0.054,0.054,90,1409359872,168,51109.48219907,1,33,9.793,,,,4,9.661,,,,4,9.623,,,,4,9.576,,,,114724,9.607,,,,4,0,130.6850643842937,19.5799646791822,0.003,0.001,90,661329958907430272,130.68489438247,0.0734,19.57991458368,0.0423,5.1361,0.1008,-37.201,0.164,-11.635,0.092,true,2779560,591.608,9.578424,1640870,900.381,9.813702,1638530,1281.75,9.225784,0.587917,38.97,2.16,7,6610.79,0.6505,0.32,1.54,4.075,0.033799
130.3072,19.92194,08411377+1955191,130.30738,19.921982,0.06,0.06,90,7.875,7.825,6.47407557430161,7.774,0.613,0.021,0.021,0.017,AAA,111,0,2451106.0096,0.627705,131901303074346885,130.30738,19.921982,0.048,0.048,90,1409359872,168,51105.50959491,2,11,8.329,,,,114724,8.387,,,,4,8.482,,,,114724,8.543,,,,4,8.571,,,,4,0,130.3073915786132,19.9219965453621,0.002,0.001,90,661401358444641152,130.3072229752,0.0463,19.921938816,0.0279,5.4956,0.0568,-36.816,0.098,-13.408,0.055,true,9223330,3427.97,8.276146,6082840,6600.62,8.391122,4608070,4665.88,8.103123,0.287999,,,0,7879.07,0.5207,0.2677,1.89,12.376,0.065404
131.0965,20.23208,08442321+2013557,131.096719,20.23214,0.08,0.07,90,14.321,13.743,11.9936727502097,13.353,4.7749,0.029,0.041,0.031,AAA,222,0,2451109.9951,0.770645,132271310966109065,131.09654719,20.23208062,0.007,0.005,0,503635968,60,55937.15331019,5,70,19.3369,0.0048,19.3688,0.0128,115000,18.1279,0.0043,18.1682,0.0125,115000,16.6172,0.0058,16.6663,0.0052,115000,15.9266,0.0034,15.9611,0.0041,115000,15.5772,0.0035,15.6143,0.0089,115000,0.618471,131.0967087717186,20.2321402500874,0.003,0.002,90,661391982532062848,131.09653561676,0.1076,20.23207730912,0.0608,5.3473,0.1247,-37.735,0.209,-14.619,0.127,false,2112.67,2.35074,17.376284,340.177,6.74032,19.022125,2917.5,12.5304,16.099394,2.922731,,,0,,,,,,0.034562
130.3575,19.94352,08412584+1956369,130.357695,19.9436,0.06,0.06,90,9.659,9.396,7.93916531024067,9.329,1.4397,0.023,0.021,0.02,AAA,222,0,2451106.0096,0.720009,131931303580062915,130.35772618,19.94373803,0.044,0.044,90,268959744,32,56440.33601852,0,12,11.7819,0.0328,12.3511,0.0508,24,10.7687,0.001,12.1873,0.001,24,10.3206,0,12.4933,0,24,10.2089,0.0644,12.0446,0.122,24,10.0533,0,12.1,0,24,0.507987,130.3576799835066,19.9435692153801,0.001,0.001,90,661401122222444288,130.35751606007,0.0394,19.94351506759,0.0254,5.2727,0.0467,-35.789,0.078,-12.576,0.052,false,1106070,504.404,10.578912,608873,734.102,10.890072,711150,645.496,10.132017,0.758055,34.36,0.38,15,5922.75,0.078,0.0347,1.19,1.559,0.12192
130.4238,19.83256,08414174+1949575,130.423942,19.83264,0.09,0.07,0,14.515,13.832,12.2610646837434,13.603,4.6198,0.033,0.033,0.042,AAA,222,0,2451106.016,0.560526,131791304238209645,130.4237593,19.83256293,0.007,0.003,90,503635968,60,55879.77841435,5,90,19.4405,0.0145,19.5644,0.0148,115000,18.2228,0.0064,18.3315,0.0163,115000,16.7405,0.0043,16.8226,0.0035,115000,16.0642,0.0034,16.1253,0.0028,115000,15.7622,0.0059,15.8376,0.0013,115000,0.678071,130.4239127041465,19.8326131248927,0.004,0.002,90,661396140060387456,130.4237467555,0.1074,19.832560169,0.0651,5.3903,0.15,-36.257,0.235,-12.299,0.129,false,1901.87,2.05186,17.490414,352.815,11.9982,18.98252,2615.44,10.9275,16.21806,2.76446,,,0,,,,,,0.138576
130.3908,19.96903,08413384+1958087,130.391,19.969084,0.09,0.07,0,10.392,10.083,8.59691443336978,9.928,2.6333,0.023,0.02,0.018,AAA,222,0,2451106.0159,0.704081,131961303912613497,130.39110031,19.96918963,0.116,0.116,90,302067712,36,55593.58366898,0,7,12.9703,0.001,12.7443,0.001,16777752,12.5613,0.3089,12.5938,0.203,24,12.0509,0.0027,12.6194,0.1074,24,,,,,0,,,,,0,0.509705,130.3909634914173,19.9690896444323,0.001,0.001,90,661401225301656192,130.39079753995,0.0369,19.96903027041,0.0215,5.4173,0.0462,-36.226,0.077,-13.79,0.045,false,469670,326.88,11.508884,236887,305.662,11.915036,328822,364.288,10.969517,0.945519,34.86,0.59,15,5328,0.0737,0.0395,0.95,0.659,0.125189
130.7576,19.90121,08430186+1954046,130.75779,19.901279,0.08,0.07,86,14.98,14.267,12.6825173439411,14.053,5.0538,0.045,0.04,0.058,AAA,222,0,2451109.982,0.689454,131881307576962025,130.75763963,19.90121264,0.007,0.006,90,503636096,60,55881.34561343,5,82,20.3892,0.0315,20.441,0.0447,115000,19.1068,0.0059,19.1977,0.0193,115000,17.4065,0.0059,17.4853,0.0102,115000,16.6134,0.0049,16.6922,0.0046,115000,16.2114,0.0025,16.2941,0.0139,115000,0.562278,130.757793803749,19.9012649750407,0.006,0.004,90,661353770206306560,130.7576283049,0.1949,19.90121021464,0.1203,5.3199,0.2598,-36.143,0.416,-12.719,0.239,false,1016.38,1.25067,18.170727,141.652,7.83093,19.973335,1475.93,7.75941,16.839256,3.134079,,,0,,,,,,0.052106
130.3583,19.98746,08412602+1959151,130.358451,19.987553,0.06,0.06,90,13.89,13.261,11.7212433841222,13.077,4.482,0.026,0.031,0.03,AAA,222,0,2451106.0096,0.610792,131981303583425537,130.35828134,19.98746575,0.005,0.001,90,503636096,60,55954.79354167,10,89,18.774,0.0118,18.8794,0.0151,115000,17.559,0.0093,17.675,0.0094,115000,16.1101,0.0067,16.1709,0.0058,115000,15.4578,0.0026,15.5046,0.0055,115000,15.1196,0.0103,15.1577,0.0118,115000,0.654309,130.3584385391684,19.9875200824819,0.003,0.002,90,661402084295115904,130.3582678501,0.0942,19.98746210234,0.0516,5.3561,0.1093,-37.256,0.196,-13.466,0.105,false,3406.05,4.11442,16.857738,591.258,10.7718,18.421946,4618.91,31.1749,15.600571,2.821375,,,0,3761.83,0.4755,0.2805,,,0.125778
130.9034,20.54006,08433684+2032244,130.903533,20.540136,0.06,0.06,90,13.497,12.834,11.118,12.592,4.4413,0.028,0.028,0.022,AAA,222,0,2451109.9911,0.525247,132641309033998642,130.90336125,20.54006125,0.003,0.002,90,503635968,60,56041.28310185,5,87,18.2129,0.0092,18.2873,0.0147,115000,17.0333,0.0051,17.1122,0.0043,115000,15.6225,0.0018,15.6895,0.0033,115000,15.0059,0.0021,15.0462,0.0029,115000,14.7031,0.0033,14.7172,0.0104,115000,0.638473,130.9035158076884,20.5401164721917,0.002,0.001,90,661459774295767936,130.90334895516,0.066,20.54005750182,0.0389,5.072,0.0819,-36.289,0.134,-13.696,0.079,false,5420.51,3.08465,16.353266,981.69,7.79153,17.871452,7096.63,15.3397,15.134289,2.737164,,,0,4425.8,,,,,0.091111
130.4971,19.74579,08415935+1944452,130.497296,19.745892,0.1,0.07,0,12.743,12.073,10.5155355896819,11.889,3.6816,0.022,0.026,0.019,AAA,222,0,2451106.016,0.758867,131691304971935530,130.4971346,19.74579824,0.005,0.004,90,503636096,60,56039.87030093,5,58,16.7485,0.0037,16.8112,0.0059,115000,15.5706,0.007,15.6367,0.0047,115000,14.5773,0.0028,14.618,0.0033,115000,14.1485,0.0046,14.1835,0.0018,115000,13.905,0.003,13.9684,0.0178,115000,0.642653,130.4972929317568,19.7458452120792,0.002,0.001,90,661347727189029504,130.49712535925,0.0546,19.74579458539,0.0277,5.3126,0.0753,-36.632,0.116,-11.758,0.056,false,14924.7,9.19198,15.253603,3721.04,16.4506,16.424728,17271.7,34.0162,14.168581,2.256147,,,0,3585,0.331,0.169,0.56,0.046,0.168757
130.4238,20.31896,08414175+2019084,130.423991,20.319012,0.08,0.08,95,15.103,14.457,13.0442702594446,14.338,5.4665,0.036,0.059,0.067,AAA,222,0,2451106.0156,0.671437,132381304238273289,130.42378307,20.31896269,0.006,0.004,90,503635968,60,56031.51423611,5,78,21.1834,0.0317,21.2373,0.0834,115000,19.8045,0.0073,19.9503,0.0156,115000,17.8725,0.0075,17.9695,0.0073,115000,16.9635,0.0045,17.0363,0.006,115000,16.501,0.0064,16.5673,0.0162,115000,0.724066,130.4239402989361,20.3190158502857,0.008,0.005,90,661429292911672320,130.42377339149,0.2555,20.31895978213,0.1464,5.5113,0.324,-36.353,0.493,-13.022,0.291,false,667.115,1.35903,18.627865,98.2941,8.06705,20.37007,1057.39,10.7525,17.201328,3.168741,,,0,,,,,,0.171726
130.5644,19.81595,08421550+1948576,130.564586,19.816013,0.09,0.07,0,13.481,12.867,11.2647791735817,12.625,4.1601,0.026,0.03,0.022,AAA,222,0,2451106.0192,0.669534,131771305644549714,130.56441105,19.81595424,0.005,0.004,90,503636096,60,55896.03924769,5,75,17.9944,0.0071,18.0538,0.0088,115000,16.7851,0.005,16.8653,0.0044,115000,15.5493,0.0039,15.6041,0.0052,115000,14.9661,0.0039,15.0105,0.0022,115000,14.6818,0.0031,14.7069,0.0076,115000,0.629154,130.564569101117,19.8160090176723,0.002,0.001,90,661348517463001216,130.56439954011,0.0715,19.81595096655,0.0441,5.3451,0.1085,-37.05,0.152,-13.483,0.082,false,5815.12,3.4186,16.27697,1149.84,9.24043,17.699793,7408.12,10.7225,15.087649,2.612144,,,0,3662.82,0.4548,0.2488,,,0.059002
130.8858,19.99246,08433262+1959330,130.885943,19.992502,0.08,0.07,0,13.775,13.131,11.694,12.918,4.58,0.026,0.031,0.027,AAA,222,0,2451109.9853,0.506855,131991308858191511,130.88577569,19.99246272,0.004,0.003,90,503635968,60,55994.84079861,10,80,18.6748,0.0085,18.7712,0.0064,115000,17.498,0.0081,17.5676,0.0051,115000,16.0242,0.0056,16.0731,0.0026,115000,15.3722,0.0034,15.3946,0.0031,115000,15.0555,0.0028,15.0071,0.0093,115000,0.583416,130.8859310170323,19.992517278717,0.004,0.002,90,661355934869899648,130.88576136815,0.128,19.99246004129,0.0847,5.691,0.163,-37.028,0.263,-13.294,0.16,false,3637.65,2.80065,16.786312,624.53,7.72727,18.362505,4909.91,18.1825,15.534237,2.828268,,,0,3680.56,0.463,0.2645,,,0.068329
130.5567,19.83568,08421364+1950086,130.556852,19.835739,0.09,0.08,0,12.949,12.293,10.7093235869446,12.054,3.8119,0.023,0.029,0.021,AAA,222,0,2451106.0192,0.556835,131801305567133388,130.55666695,19.83568845,0.005,0.004,0,503635968,60,56018.10138889,5,81,17.0617,0.0062,17.1346,0.0033,115000,15.8659,0.0036,15.9208,0.0025,115000,14.8113,0.0032,14.8521,0.0018,115000,14.3489,0.0049,14.3894,8E-04,115000,14.1107,0.0055,14.1285,0.0049,115000,0.652544,130.5568257106379,19.8357431159934,0.001,0.001,90,661350750845994240,130.55665560853,0.0419,19.83568454536,0.0234,5.3835,0.0535,-37.164,0.089,-13.604,0.051,false,12134.5,6.24496,15.478314,2931.29,11.1464,16.68374,14273,20.1705,14.375629,2.308111,,,0,4000.24,0.3293,0.2105,,,0.090251
130.7296,20.52057,08425512+2031144,130.729696,20.520679,0.1,0.08,1,15.548,14.937,13.0926688093844,14.569,5.6312,0.062,0.086,0.083,AAA,222,0,2451109.9815,0.508665,132621307296145262,130.72955464,20.5205742,0.014,0.006,0,503635968,60,56053.26700231,10,77,21.4082,0.0405,21.3641,0.0733,115000,20.2002,0.0087,20.3357,0.0308,115000,18.3118,0.0054,18.3947,0.0079,115000,17.4418,0.0037,17.5221,0.0061,115000,16.9684,0.0098,17.0798,0.0108,115000,0.607859,130.7297104395295,20.520632145707,0.013,0.007,90,661458979725746304,130.72954762336,0.4274,20.52057132227,0.2521,5.0668,0.5658,-35.416,0.839,-14.127,0.47,false,432.985,1.07987,19.097183,90.0193,13.4314,20.46555,695.524,10.4999,17.65614,2.80941,,,0,,,,,,0.175561
